spa-30-00831651-v;v;positive;0.75;informar;-1
spa-30-01505254-v;v;neutral;0.75;atraer;-1
spa-30-02467662-v;v;neutral;0.75;dividir,partir,repartir,separar;-1
spa-30-01268426-a;a;negative;0.75;solemne;-1
spa-30-01334398-a;a;positive;0.75;inteligente;-1
spa-30-02412164-a;a;neutral;0.75;delgado;-1
spa-30-01382086-a;a;neutral;0.75;gran,grande;-1
spa-30-02345272-a;a;negative;0.75;inferior;-1
spa-30-02055062-a;a;neutral;0.75;sagrado;-1
spa-30-01708676-v;v;neutral;0.75;bailar;-1
spa-30-00277585-r;r;neutral;0.75;de_cabeza,de_lleno,directamente,directo;-1
spa-30-08664443-n;n;neutral;0.75;lugar,sitio;-1
spa-30-07951464-n;n;neutral;0.75;acumulación,colección,conjunto,cúmulo,hatajo,hato;-1
spa-30-01749320-a;a;positive;0.75;perfecto;-1
spa-30-02513740-a;a;negative;0.75;perverso;-1
spa-30-00449692-v;v;negative;0.75;vaciar;-1
spa-30-00727564-a;a;positive;0.75;independiente;-1
spa-30-01712704-v;v;neutral;0.75;ejecutar,hacer;-1
spa-30-00484062-r;r;neutral;0.75;desconocido;-1
spa-30-02514187-v;v;neutral;0.75;tratar;-1
spa-30-02057829-a;a;positive;0.75;salvo;-1
spa-30-00394813-v;v;neutral;0.75;combinar,mezclar;-1
spa-30-01720280-a;a;neutral;0.75;normal;-1
spa-30-13939892-n;n;neutral;0.75;etapa,fase,grado,nivel,punto,tramo;-1
spa-30-00273082-a;a;neutral;0.75;oscuro;-1
spa-30-08507558-n;n;neutral;0.75;fuente,germen,nacimiento,origen,principio;-1
spa-30-00220869-v;v;positive;0.75;fortalecer;-1
spa-30-11669921-n;n;positive;0.75;flor;-1
spa-30-03544360-n;n;neutral;0.75;casa;-1
spa-30-00621627-n;n;positive;0.75;afán,dedicación,desvelo,esfuerzo;-1
spa-30-01232635-a;a;neutral;1.0;horizontal;-1
spa-30-00732960-a;a;positive;0.75;deseable;-1
spa-30-01791911-a;a;neutral;0.75;escueto,liso_y_llano,sencillo,simple,sin_adornos;-1
spa-30-01471002-a;a;neutral;0.75;mayor;-1
spa-30-02448185-v;v;neutral;0.75;formar,organizar;-1
spa-30-13925752-n;n;neutral;0.75;coyuntura,situación,trance;-1
spa-30-01532589-v;v;positive;0.75;limpiar;-1
spa-30-02667900-v;v;positive;0.75;ajustar,corresponder,encajar;-1
spa-30-01652139-v;v;neutral;0.75;dar,producir;-1
spa-30-02405326-a;a;negative;0.75;tenso;-1
spa-30-02482425-v;v;negative;0.75;asesinar,borrar,cargarse,despachar,echarse,eliminar,matar_violentamente,quitar_de_enmedio;-1
spa-30-02137132-v;v;neutral;0.75;enseñar,evidenciar,mostrar,poner_de_manifiesto;-1
spa-30-01286799-a;a;positive;0.75;notable;-1
spa-30-01713095-a;a;positive;0.75;indoloro;-1
spa-30-01627355-v;v;positive;0.75;engendrar,generar;-1
spa-30-08441203-n;n;neutral;0.75;jurisprudencia,ley;-1
spa-30-00127339-r;r;neutral;0.75;temporalmente;-1
spa-30-02395115-a;a;positive;0.75;agradable,delicioso,exquisito,sabroso;-1
spa-30-02453321-v;v;negative;0.75;alejar,atajar,capear,desviar,detener,esquivar,evitar,obviar,prohibir;-1
spa-30-00013092-r;r;positive;0.75;bien;-1
spa-30-00125711-a;a;neutral;0.75;precedente;-1
